reporting_name	query_name	uti	total_mr_pub_count	
Macroptilium bright mosaic virus	Macroptilium bright mosaic virus	0	0	
Prochlorococcus cyanophage P-RSM2	Prochlorococcus cyanophage P-RSM2	0	0	
Vibrio phage JSF23	Vibrio phage JSF23	0	0	
Bacillus oryzae	Bacillus oryzae	0	0	
Pseudorhodoferax aquiterrae	Pseudorhodoferax aquiterrae	0	0	
Mycobacterium phage Wooldri	Mycobacterium phage Wooldri	0	0	
Arabidopsis halleri partitivirus 1	Arabidopsis halleri partitivirus 1	0	0	
Hubei tombus-like virus 31	Hubei tombus-like virus 31	0	0	
Kitasatospora gansuensis	Kitasatospora gansuensis	0	0	
Lindernia anagallis yellow vein virus satellite DNA beta	Lindernia anagallis yellow vein virus satellite DNA beta	0	0	
Streptomyces hokutonensis	Streptomyces hokutonensis	0	0	
Actinomadura sediminis	Actinomadura sediminis	0	0	
Isoptericola halotolerans	Isoptericola halotolerans	0	0	
Exophiala jeanselmei	Exophiala jeanselmei	1	1	
Jujube mosaic-associated virus	Jujube mosaic-associated virus	0	0	
Syntrophomonas cellicola	Syntrophomonas cellicola	0	0	
ssDNA bacterial viruses	ssDNA bacterial viruses	0	0	
Beihai barnacle virus 7	Beihai barnacle virus 7	0	0	
Elizabethkingia bruuniana	Elizabethkingia bruuniana	0	0	
Lachancea thermotolerans	Lachancea thermotolerans	0	0	
Dipodascus armillariae	Dipodascus armillariae	0	0	
Vibrio phage SSP002	Vibrio phage SSP002	0	0	
Amphibola crenata associated bacilladnavirus 1	Amphibola crenata associated bacilladnavirus 1	0	0	
Chaetomella raphigera	Chaetomella raphigera	0	0	
Croceitalea litorea	Croceitalea litorea	0	0	
Lactobacillus futsaii	Lactobacillus futsaii	0	0	
Pseudomonas psychrotolerans	Pseudomonas psychrotolerans	0	0	
Colletotrichum higginsianum non-segmented dsRNA virus 1	Colletotrichum higginsianum non-segmented dsRNA virus 1	0	0	
Oriximina virus	Oriximina virus	0	0	
Papaya yellow leaf curl virus	Papaya yellow leaf curl virus	0	0	
Streptococcus phage P8922	Streptococcus phage P8922	0	0	
Wuhan insect virus 29	Wuhan insect virus 29	0	0	
Dipodascus macrosporus	Dipodascus macrosporus	0	0	
Flavobacterium pectinovorum	Flavobacterium pectinovorum	0	0	
Human papillomavirus 108	Human papillomavirus 108	0	0	
Oscillatoria sancta	Oscillatoria sancta	0	0	
Pseudoscardovia suis	Pseudoscardovia suis	0	0	
Starmera pachycereana	Starmera pachycereana	0	0	
Lactococcus virus ASCC281	Lactococcus virus ASCC281	0	0	
Acerodon celebensis polyomavirus 1	Acerodon celebensis polyomavirus 1	0	0	
Steccherinum rhois	Steccherinum rhois	0	0	
Sulfurihydrogenibium subterraneum	Sulfurihydrogenibium subterraneum	0	0	
Humibacter ginsengisoli	Humibacter ginsengisoli	0	0	
Hordeum mosaic virus	Hordeum mosaic virus	0	0	
Cellulomonas parahominis	Cellulomonas parahominis	0	0	
Diatom colony associated dsRNA virus 10	Diatom colony associated dsRNA virus 10	0	0	
Tomato black ring virus satellite RNA	Tomato black ring virus satellite RNA	0	0	
Vibrio tasmaniensis	Vibrio tasmaniensis	0	0	
Nakazawaea laoshanensis	Nakazawaea laoshanensis	0	0	
Porphyromonas gingivicanis	Porphyromonas gingivicanis	0	0	
Rhizoctonia solani negative-stranded virus 4	Rhizoctonia solani negative-stranded virus 4	0	0	
Sphingomonas elodea	Sphingomonas elodea	0	0	
Streptomyces ribosidificus	Streptomyces ribosidificus	0	0	
Hubei earwig virus 3	Hubei earwig virus 3	0	0	
Escherichia coli O157 typing phage 4	Escherichia coli O157 typing phage 4	0	0	
Lactococcus phage LW31	Lactococcus phage LW31	0	0	
Amycolatopsis decaplanina	Amycolatopsis decaplanina	0	0	
Anoxybacillus rupiensis	Anoxybacillus rupiensis	0	0	
Artichoke latent virus	Artichoke latent virus	0	0	
Beihai sesarmid crab virus 1	Beihai sesarmid crab virus 1	0	0	
Carnation Italian ringspot virus	Carnation Italian ringspot virus	0	0	
Desulfobulbus aggregans	Desulfobulbus aggregans	0	0	
Mycolicibacterium boenickei	Mycolicibacterium boenickei	0	0	
Limnipivirus A	Limnipivirus A	0	0	
Streptomyces propurpuratus	Streptomyces propurpuratus	0	0	
Aminomonas paucivorans	Aminomonas paucivorans	0	0	
Beihai picorna-like virus 84	Beihai picorna-like virus 84	0	0	
Human papillomavirus 22	Human papillomavirus 22	0	0	
Omikronpapillomavirus 1	Omikronpapillomavirus 1	0	0	
Pseudomonas phage KTN4	Pseudomonas phage KTN4	0	0	
Streptococcus virus Sfi21	Streptococcus virus Sfi21	0	0	
Thermosipho activus	Thermosipho activus	0	0	
Zunongwangia endophytica	Zunongwangia endophytica	0	0	
Halophage eHP-36	Halophage eHP-36	0	0	
Hughes orthonairovirus	Hughes orthonairovirus	0	0	
Kilimanjaro virus	Kilimanjaro virus	0	0	
Lushi Ml bat coronavirus	Lushi Ml bat coronavirus	0	0	
Prauserella shujinwangii	Prauserella shujinwangii	0	0	
Hubei tombus-like virus 26	Hubei tombus-like virus 26	0	0	
Arthroderma uncinatum	Arthroderma uncinatum	0	0	
Cryphonectria mitovirus 2	Cryphonectria mitovirus 2	0	0	
Falcatimonas natans	Falcatimonas natans	0	0	
Megabirnaviridae	Megabirnaviridae	0	0	
Panulirus argus virus 1	Panulirus argus virus 1	0	0	
Raffaelea scolytodis	Raffaelea scolytodis	0	0	
Simian Adeno-Associated Virus	Simian Adeno-Associated Virus	0	0	
Tremella hypogymniae	Tremella hypogymniae	0	0	
Alphapapillomavirus 14	Alphapapillomavirus 14	0	0	
Kineococcus endophyticus	Kineococcus endophyticus	0	0	
Roseomonas terricola	Roseomonas terricola	0	0	
Vibrio phage 1.237.B._10N.261.52.C5	Vibrio phage 1.237.B._10N.261.52.C5	0	0	
Finch circovirus	Finch circovirus	0	0	
Kakugo virus	Kakugo virus	0	0	
Arthrobacter saudimassiliensis	Arthrobacter saudimassiliensis	0	0	
Chania multitudinisentens	Chania multitudinisentens	0	0	
Pseudonocardia fici	Pseudonocardia fici	0	0	
Streptosporangium jiaoheense	Streptosporangium jiaoheense	0	0	
Aromatoleum aromaticum	Aromatoleum aromaticum	0	0	
Cutaneotrichosporon dermatis	Cutaneotrichosporon dermatis	0	0	
Novispirillum itersonii	Novispirillum itersonii	0	0	
Xanthomonas perforans	Xanthomonas perforans	0	0	
Lactococcus phage LP0604	Lactococcus phage LP0604	0	0	
Hubei noda-like virus 26	Hubei noda-like virus 26	0	0	
Dictyostelium septentrionalis	Dictyostelium septentrionalis	0	0	
Lactobacillus rennini	Lactobacillus rennini	0	0	
Bacillus horti	Bacillus horti	0	0	
Bartonella henselae phage 60457	Bartonella henselae phage 60457	0	0	
Desulfovibrio multispirans	Desulfovibrio multispirans	0	0	
Dickeya phage BF25/12	Dickeya phage BF25/12	0	0	
Dictyostelium citrinum	Dictyostelium citrinum	0	0	
Hubei tetragnatha maxillosa virus 3	Hubei tetragnatha maxillosa virus 3	0	0	
Pacific flying fox faeces associated circular DNA virus-2	Pacific flying fox faeces associated circular DNA virus-2	0	0	
Mycoplasma feliminutum	Mycoplasma feliminutum	0	0	
Dill cryptic virus 2	Dill cryptic virus 2	0	0	
Entamoeba equi	Entamoeba equi	0	0	
Flavobacterium nitratireducens	Flavobacterium nitratireducens	0	0	
Mucilaginibacter calamicampi	Mucilaginibacter calamicampi	0	0	
Peptoniphilus senegalensis	Peptoniphilus senegalensis	0	0	
Propionibacterium phage pa63	Propionibacterium phage pa63	0	0	
Pseudotremella allantoinivorans	Pseudotremella allantoinivorans	0	0	
Watermelon silver mottle orthotospovirus	Watermelon silver mottle orthotospovirus	0	0	
Hubei picorna-like virus 70	Hubei picorna-like virus 70	0	0	
Trailing lespedeza virus 1	Trailing lespedeza virus 1	0	0	
Rhodothalassium salexigens	Rhodothalassium salexigens	0	0	
Burke-Gilman virus	Burke-Gilman virus	0	0	
Beihai levi-like virus 9	Beihai levi-like virus 9	0	0	
Prototheca ulmea	Prototheca ulmea	0	0	
Winogradskyella epiphytica	Winogradskyella epiphytica	0	0	
Methylobacterium isbiliense	Methylobacterium isbiliense	0	0	
Mycobacterium virus Twister	Mycobacterium virus Twister	0	0	
Legionella gresilensis	Legionella gresilensis	0	0	
Kockovaella fuzhouensis	Kockovaella fuzhouensis	0	0	
Chromocleista cinnabarina	Chromocleista cinnabarina	0	0	
Hepatitis B virus genotype A	Hepatitis B virus genotype A	0	0	
Sweet potato virus G	Sweet potato virus G	0	0	
Coxsackievirus A8	Coxsackievirus A8	0	0	
Endozoicomonas atrinae	Endozoicomonas atrinae	0	0	
Eurytrema cladorchis	Eurytrema cladorchis	0	0	
Prochlorococcus phage P-SSM4	Prochlorococcus phage P-SSM4	0	0	
Acinetobacter virus AP22	Acinetobacter virus AP22	0	0	
Lecanactis abietina	Lecanactis abietina	0	0	
Psychroglaciecola arctica	Psychroglaciecola arctica	0	0	
Caretta caretta papillomavirus 1	Caretta caretta papillomavirus 1	0	0	
Streptomyces mexicanus	Streptomyces mexicanus	0	0	
Staphylococcus virus 80	Staphylococcus virus 80	0	0	
Equine infectious anemia virus	Equine infectious anemia virus	0	0	
Piscinibacter defluvii	Piscinibacter defluvii	0	0	
Clostridium novyi	Clostridium novyi	1	1	
Clostridium scindens (Lachnoclostridium scindens)	(Clostridium scindens) OR (Lachnoclostridium scindens)	0	0	
Apiotrichum montevideense	Apiotrichum montevideense	0	0	
Proteiniphilum saccharofermentans	Proteiniphilum saccharofermentans	0	0	
Seonamhaeicola marinus	Seonamhaeicola marinus	0	0	
Lactococcus virus bIL67	Lactococcus virus bIL67	0	0	
Marinifilum flexuosum	Marinifilum flexuosum	0	0	
Fesavirus 4	Fesavirus 4	0	0	
Helminthosporium victoriae virus 190S	Helminthosporium victoriae virus 190S	0	0	
Holospora curviuscula	Holospora curviuscula	0	0	
Ctenophore-associated circular virus 1	Ctenophore-associated circular virus 1	0	0	
Methylobacterium tarhaniae	Methylobacterium tarhaniae	0	0	
Planococcus salinarum	Planococcus salinarum	0	0	
Pleurotus ostreatus spherical virus	Pleurotus ostreatus spherical virus	0	0	
Ruegeria faecimaris	Ruegeria faecimaris	0	0	
Calathella mangrovei	Calathella mangrovei	0	0	
Streptomyces albogriseolus	Streptomyces albogriseolus	0	0	
Human rubulavirus 2	Human rubulavirus 2	0	0	
Eucampyvirinae	Eucampyvirinae	0	0	
Gordonia araii	Gordonia araii	0	0	
Salmonella phage UPF_BP2	Salmonella phage UPF_BP2	0	0	
Sida yellow vein China alphasatellite	Sida yellow vein China alphasatellite	0	0	
Chlamydia psittaci	Chlamydia psittaci	25	25	
Paxillus vernalis	Paxillus vernalis	0	0	
Wenzhou noda-like virus 7	Wenzhou noda-like virus 7	0	0	
Mycobacterium phage FlagStaff	Mycobacterium phage FlagStaff	0	0	
Mycobacterium virus Solon	Mycobacterium virus Solon	0	0	
Micromonospora vulcania	Micromonospora vulcania	0	0	
Asaia siamensis	Asaia siamensis	0	0	
Citrobacter phage Michonne	Citrobacter phage Michonne	0	0	
Clostridium acetobutylicum	Clostridium acetobutylicum	0	0	
Enterovirus D68	Enterovirus D68	0	0	
Marinospirillum megaterium	Marinospirillum megaterium	0	0	
Pseudomonas phage PEV32	Pseudomonas phage PEV32	0	0	
Tamlana crocina	Tamlana crocina	0	0	
Vibrio phage 1.138.O._10N.261.48.A1	Vibrio phage 1.138.O._10N.261.48.A1	0	0	
Desulfurispora thermophila	Desulfurispora thermophila	0	0	
Kamiti River virus	Kamiti River virus	0	0	
Chryseobacterium ginsenosidimutans	Chryseobacterium ginsenosidimutans	0	0	
Diaphorobacter ruginosibacter	Diaphorobacter ruginosibacter	0	0	
Dyothetapapillomavirus	Dyothetapapillomavirus	0	0	
Emiliania huxleyi virus 202	Emiliania huxleyi virus 202	0	0	
Flavobacterium phage Fpv11	Flavobacterium phage Fpv11	0	0	
Kibdelosporangium lantanae	Kibdelosporangium lantanae	0	0	
Mulberry mosaic dwarf-associated virus	Mulberry mosaic dwarf-associated virus	0	0	
Ochrobactrum endophyticum	Ochrobactrum endophyticum	0	0	
Pithoviridae	Pithoviridae	0	0	
Shanorella spirotricha	Shanorella spirotricha	0	0	
BC white sturgeon virus	BC white sturgeon virus	0	0	
Lactobacillus phage phi jlb1	Lactobacillus phage phi jlb1	0	0	
Hubei myriapoda virus 9	Hubei myriapoda virus 9	0	0	
Kohlmeyeriella crassa	Kohlmeyeriella crassa	0	0	
Mycoplasma hyopharyngis	Mycoplasma hyopharyngis	0	0	
Acinetobacter phage phiAB11	Acinetobacter phage phiAB11	0	0	
Bacteriophage T5-like saus111K	Bacteriophage T5-like saus111K	0	0	
Oceanicaulis alexandrii	Oceanicaulis alexandrii	0	0	
Papaya leaf curl India betasatellite	Papaya leaf curl India betasatellite	0	0	
Streptomyces cinerochromogenes	Streptomyces cinerochromogenes	0	0	
Trichomonas gallinae	Trichomonas gallinae	2	2	
Mycoplasma penetrans	Mycoplasma penetrans	13	13	
Modoc virus	Modoc virus	0	0	
Lutzomyia reovirus 1	Lutzomyia reovirus 1	0	0	
Photobacterium damselae	Photobacterium damselae	0	0	
Raphanus sativus cryptic virus 4	Raphanus sativus cryptic virus 4	0	0	
Tombunodavirus UC1	Tombunodavirus UC1	0	0	
Treponema denticola	Treponema denticola	2	2	
Camberwell virus	Camberwell virus	0	0	
Choristoneura rosaceana nucleopolyhedrovirus	Choristoneura rosaceana nucleopolyhedrovirus	0	0	
Lactobacillus intestinalis	Lactobacillus intestinalis	0	0	
Lawsonella clevelandensis	Lawsonella clevelandensis	0	0	
Microbaculum marinum	Microbaculum marinum	0	0	
Mycobacterium phage GenevaB15	Mycobacterium phage GenevaB15	0	0	
Thermoanaerobacter keratinophilus	Thermoanaerobacter keratinophilus	0	0	
Cunninghamella elegans	Cunninghamella elegans	0	0	
Rhodobacter phage RC1	Rhodobacter phage RC1	0	0	
Soosiella minima	Soosiella minima	0	0	
Vonarxia vagans	Vonarxia vagans	0	0	
Chiropteran dependoparvovirus 1	Chiropteran dependoparvovirus 1	0	0	
Mycobacterium virus Malithi	Mycobacterium virus Malithi	0	0	
Arthrobotrys superba	Arthrobotrys superba	0	0	
Beihai noda-like virus 1	Beihai noda-like virus 1	0	0	
Escherichia virus AKFV33	Escherichia virus AKFV33	0	0	
Exiguobacterium sibiricum	Exiguobacterium sibiricum	0	0	
Pantoea rwandensis	Pantoea rwandensis	0	0	
Porphyromonas macacae	Porphyromonas macacae	0	0	
Saccharomyces uvarum virus	Saccharomyces uvarum virus	0	0	
Hans Kompis virus	Hans Kompis virus	0	0	
Mycobacterium phage Serpentine	Mycobacterium phage Serpentine	0	0	
Sedimentibacter saalensis	Sedimentibacter saalensis	0	0	
Glycomyces mongolensis	Glycomyces mongolensis	0	0	
Streptomyces niveoruber	Streptomyces niveoruber	0	0	
Fuscopannaria mediterranea	Fuscopannaria mediterranea	0	0	
Gammapapillomavirus 15	Gammapapillomavirus 15	0	0	
Pseudomonas phage AF	Pseudomonas phage AF	0	0	
Salimesophilobacter vulgaris	Salimesophilobacter vulgaris	0	0	
Beihai zhaovirus-like virus 1	Beihai zhaovirus-like virus 1	0	0	
Campylobacter phage A110a	Campylobacter phage A110a	0	0	
Noumeavirus	Noumeavirus	0	0	
Pelobacter massiliensis	Pelobacter massiliensis	0	0	
Streptomyces carnosus	Streptomyces carnosus	0	0	
Tataguine virus	Tataguine virus	0	0	
Anaeroarcus burkinensis	Anaeroarcus burkinensis	0	0	
Auxarthron kuehnii	Auxarthron kuehnii	0	0	
Brevibacillus phage Emery	Brevibacillus phage Emery	0	0	
Chaetocalathus liliputianus	Chaetocalathus liliputianus	0	0	
Galactomyces citri-aurantii	Galactomyces citri-aurantii	0	0	
Lactococcus phage phiLC3	Lactococcus phage phiLC3	0	0	
Nonlabens sediminis	Nonlabens sediminis	0	0	
Rhodococcus marinonascens	Rhodococcus marinonascens	0	0	
Velvet tobacco mottle virus	Velvet tobacco mottle virus	0	0	
Wenzhou picorna-like virus 14	Wenzhou picorna-like virus 14	0	0	
Mycobacterium phage Dusk	Mycobacterium phage Dusk	0	0	
Sporidiobolus salmonicolor	Sporidiobolus salmonicolor	0	0	
Streptomyces fumigatiscleroticus	Streptomyces fumigatiscleroticus	0	0	
Mycoplasma felifaucium	Mycoplasma felifaucium	0	0	
Satellite Nucleic Acids	Satellite Nucleic Acids	0	0	
Pseudoalteromonas viridis	Pseudoalteromonas viridis	0	0	
Tilapia lake virus	Tilapia lake virus	0	0	
Geodermatophilus arenarius	Geodermatophilus arenarius	0	0	
Collinsella ihuae	Collinsella ihuae	0	0	
Defluviitoga tunisiensis	Defluviitoga tunisiensis	0	0	
Legionella clemsonensis	Legionella clemsonensis	0	0	
Burkholderia humptydooensis	Burkholderia humptydooensis	0	0	
Hubei bunya-like virus 8	Hubei bunya-like virus 8	0	0	
Pseudomonas phage phiR18	Pseudomonas phage phiR18	0	0	
Pseudonocardia ammonioxydans	Pseudonocardia ammonioxydans	0	0	
Changjiang picorna-like virus 9	Changjiang picorna-like virus 9	0	0	
Paenibacillus alginolyticus	Paenibacillus alginolyticus	0	0	
Pasteurella phage PHB01	Pasteurella phage PHB01	0	0	
Thermomonas koreensis	Thermomonas koreensis	0	0	
Duck astrovirus C-NGB	Duck astrovirus C-NGB	0	0	
Echinicola strongylocentroti	Echinicola strongylocentroti	0	0	
Eastern grey kangaroopox virus	Eastern grey kangaroopox virus	0	0	
Bacillus phage Palmer	Bacillus phage Palmer	0	0	
Aerococcus sanguinicola	Aerococcus sanguinicola	15	15	
E125virus	E125virus	0	0	
Enterobacterial phage mEp390	Enterobacterial phage mEp390	0	0	
Luteolibacter luojiensis	Luteolibacter luojiensis	0	0	
Pseudomonas pavonaceae	Pseudomonas pavonaceae	0	0	
Pseudooceanicola atlanticus	Pseudooceanicola atlanticus	0	0	
Enterovirus H	Enterovirus H	0	0	
Roseovarius aestuarii	Roseovarius aestuarii	0	0	
Xanthomonas euvesicatoria	Xanthomonas euvesicatoria	0	0	
Klebsiella variicola	Klebsiella variicola	2	2	
Clostridium phage phiCTP1	Clostridium phage phiCTP1	0	0	
Clostridium tetanomorphum	Clostridium tetanomorphum	0	0	
Neofusicoccum luteum mitovirus 1	Neofusicoccum luteum mitovirus 1	0	0	
Eubacterium cellulosolvens	Eubacterium cellulosolvens	0	0	
McMurdo Ice Shelf pond-associated circular DNA virus-7	McMurdo Ice Shelf pond-associated circular DNA virus-7	0	0	
Phycicoccus dokdonensis	Phycicoccus dokdonensis	0	0	
Saccobolus dilutellus	Saccobolus dilutellus	0	0	
Sodalis virus SO1	Sodalis virus SO1	0	0	
Streptomyces ornatus	Streptomyces ornatus	0	0	
Bacillus anthracis	Bacillus anthracis	6	6	
Cyberlindnera mrakii	Cyberlindnera mrakii	0	0	
Roseiflexus castenholzii	Roseiflexus castenholzii	0	0	
Thalassobius gelatinovorus	Thalassobius gelatinovorus	0	0	
Wenling picorna-like virus 2	Wenling picorna-like virus 2	0	0	
Brevundimonas vesicularis	Brevundimonas vesicularis	1	1	
Catellatospora aurea	Catellatospora aurea	0	0	
Beihai narna-like virus 9	Beihai narna-like virus 9	0	0	
California sea lion astrovirus 6	California sea lion astrovirus 6	0	0	
Cellulophaga phage phi4:1_18	Cellulophaga phage phi4:1_18	0	0	
Enterococcus phage EF62phi	Enterococcus phage EF62phi	0	0	
Leptonychotes weddellii papillomavirus 6	Leptonychotes weddellii papillomavirus 6	0	0	
Porcine adenovirus 5	Porcine adenovirus 5	0	0	
Pseudomonas phage F_MX560sp/Pa1651	Pseudomonas phage F_MX560sp/Pa1651	0	0	
Pseudonocardia dioxanivorans	Pseudonocardia dioxanivorans	0	0	
Sorex araneus polyomavirus 1	Sorex araneus polyomavirus 1	0	0	
Geodermatophilus tzadiensis	Geodermatophilus tzadiensis	0	0	
Human associated gemykibivirus 4	Human associated gemykibivirus 4	0	0	
Cladonia sulphurina	Cladonia sulphurina	0	0	
Duganella sacchari	Duganella sacchari	0	0	
Methylobacterium trifolii	Methylobacterium trifolii	0	0	
Ascochyta phacae	Ascochyta phacae	0	0	
Cellulophaga phage phi13:1	Cellulophaga phage phi13:1	0	0	
Ceratocystiopsis ranaculosa	Ceratocystiopsis ranaculosa	0	0	
Dyadobacter hamtensis	Dyadobacter hamtensis	0	0	
Roseibium denhamense	Roseibium denhamense	0	0	
Mycobacterium marinum	Mycobacterium marinum	2	2	
Vibrio phage H8	Vibrio phage H8	0	0	
Pseudoalteromonas luteoviolacea	Pseudoalteromonas luteoviolacea	0	0	
Aquareovirus G	Aquareovirus G	0	0	
Rabbit associated gemykroznavirus 1	Rabbit associated gemykroznavirus 1	0	0	
Rose leaf rosette-associated virus	Rose leaf rosette-associated virus	0	0	
Fervidicola ferrireducens	Fervidicola ferrireducens	0	0	
Human orthopneumovirus	Human orthopneumovirus	0	0	
Klebsiella phage vB_KpnP_IL33	Klebsiella phage vB_KpnP_IL33	0	0	
Micromonospora siamensis	Micromonospora siamensis	0	0	
Pedobacter rhizosphaerae	Pedobacter rhizosphaerae	0	0	
Phyllozyma subbrunnea	Phyllozyma subbrunnea	0	0	
Sida yellow vein Vietnam virus satellite DNA beta	Sida yellow vein Vietnam virus satellite DNA beta	0	0	
Talaromyces pittii	Talaromyces pittii	0	0	
Enterobacteria phage RB5	Enterobacteria phage RB5	0	0	
Methylocystis hirsuta	Methylocystis hirsuta	0	0	
Mycobacterium bohemicum	Mycobacterium bohemicum	0	0	
Paenibacillus ripae	Paenibacillus ripae	0	0	
Lactococcus laudensis	Lactococcus laudensis	0	0	
Llama faeces associated circular DNA virus-1	Llama faeces associated circular DNA virus-1	0	0	
Gracilimonas halophila	Gracilimonas halophila	0	0	
Mycobacterium phage Breezona	Mycobacterium phage Breezona	0	0	
Figwort mosaic virus	Figwort mosaic virus	0	0	
Killer virus of Saccharomyces cerevisiae	Killer virus of Saccharomyces cerevisiae	0	0	
Rhodanobacter panaciterrae	Rhodanobacter panaciterrae	0	0	
Baminivirus	Baminivirus	0	0	
Trichaptum biforme	Trichaptum biforme	0	0	
Vibrio phage VBpm10	Vibrio phage VBpm10	0	0	
Geobacillus kaue	Geobacillus kaue	0	0	
Gymnosporangium bethelii	Gymnosporangium bethelii	0	0	
Hubei picorna-like virus 81	Hubei picorna-like virus 81	0	0	
Soybean leaf-associated mycoflexivirus 1	Soybean leaf-associated mycoflexivirus 1	0	0	
Synechococcus phage ACG-2014h	Synechococcus phage ACG-2014h	0	0	
Lake Sarah-associated circular virus-14	Lake Sarah-associated circular virus-14	0	0	
Xenophilus azovorans	Xenophilus azovorans	0	0	
Hymenobacter rubidus	Hymenobacter rubidus	0	0	
Sherman virus	Sherman virus	0	0	
