name	taxid
Desulfosporosinus auripigmenti	56760
Desulfosporosinus burensis	1037382
Desulfosporosinus fructosivorans	2018669
Desulfosporosinus hippei	569859
Desulfosporosinus lacus	329936
Desulfosporosinus meridiei	79209
Desulfosporosinus orientis	768706
Desulfosporosinus orientis	1563
Desulfosporosinus youngiae	768710
Desulfotalea psychrophila	84980
Desulfotomaculum aeronauticum	53343
Desulfotomaculum aquiferis	1397668
Desulfotomaculum copahuensis	1838280
Desulfotomaculum defluvii	369958
Desulfotomaculum ferrireducens	1833852
Desulfotomaculum guttoideum (Lachnoclostridium guttoideum)	58134
Desulfotomaculum hydrothermale	412895
Desulfotomaculum nigrificans	1565
Desulfotomaculum profundi	1383067
Desulfotomaculum putei	74701
Desulfotomaculum reducens	349161
Desulfotomaculum ruminis	696281
Desulfotomaculum salinum	314583
Desulfotomaculum varum	886292
Desulfovermiculus halophilus	339722
Desulfovibrio aerotolerans	295255
Desulfovibrio africanus	1121435
Desulfovibrio alaskensis	58180
Desulfovibrio alcoholivorans	81406
Desulfovibrio arcticus	360296
Desulfovibrio bastinii	47157
Desulfovibrio biadhensis	1537568
Desulfovibrio bizertensis	376490
Desulfovibrio brasiliensis	221711
Desulfovibrio burkinensis	81405
Desulfovibrio butyratiphilus	442866
Desulfovibrio caledoniensis	47159
Desulfovibrio capillatus	218206
Desulfovibrio carbinolicus	296842
Desulfovibrio carbinoliphilus	345370
Desulfovibrio cavernae	261938
Desulfovibrio cuneatus	159728
Desulfovibrio dechloracetivorans	117209
Desulfovibrio desulfuricans	876
Desulfovibrio fairfieldensis	44742
Desulfovibrio ferrireducens	246191
Desulfovibrio ferrophilus	241368
Desulfovibrio frigidus	340956
Desulfovibrio fructosivorans	878
Desulfovibrio gabonensis	42056
Desulfovibrio giganteus	181662
Desulfovibrio gigas	879
Desulfovibrio gracilis	47158
Desulfovibrio halophilus	45629
Desulfovibrio hontreensis	1642166
Desulfovibrio hydrothermalis	191026
Desulfovibrio idahonensis	575978
Desulfovibrio indonesiensis	54767
Desulfovibrio inopinatus	102109
Desulfovibrio intestinalis	58621
Desulfovibrio lacusfryxellense	394294
Desulfovibrio legallii	571438
Desulfovibrio litoralis	466107
Desulfovibrio longreachensis	29505
Desulfovibrio longus	889
Desulfovibrio magneticus	184917
Desulfovibrio marinus	370038
Desulfovibrio marrakechensis	436510
Desulfovibrio mexicanus	147047
Desulfovibrio multispirans	32018
Desulfovibrio oryzae	128787
Desulfovibrio oxamicus	32016
Desulfovibrio oxyclinae	63560
Desulfovibrio paquesii	299072
Desulfovibrio piger	901
Desulfovibrio psychrotolerans	415242
Desulfovibrio putealis	270496
Desulfovibrio salexigens	880
Desulfovibrio senegalensis	1721087
Desulfovibrio senezii	76007
Desulfovibrio simplex	54565
Desulfovibrio singaporenus	435911
Desulfovibrio sulfodismutans	63561
Desulfovibrio tunisiensis	463192
Desulfovibrio vietnamensis	201571
Desulfovibrio vulgaris	881
Desulfovibrio zosterae	82171
Desulfovirga adipica	149712
Desulfovirgula thermocuniculi	348842
Desulfurella acetivorans	694431
Desulfurella amilsii	1562698
Desulfurella kamchatkensis	79270
Desulfurella multipotens	79269
Desulfurella propionica	79271
Desulfuribacillus alkaliarsenatis	766136
Desulfuribacillus stibiiarsenatis	1390249
Desulfurispira natronophila	682562
Desulfurispirillum alkaliphilum	393030
Desulfurispirillum indicum	936456
Desulfurispora thermophila	265470
Desulfurobacterium atlanticum	240169
Desulfurobacterium crinifex	206249
Desulfurobacterium indicum	1914305
Desulfurobacterium pacificum	240166
Desulfurobacterium thermolithotrophum	64160
Desulfuromonas acetexigens	38815
Desulfuromonas acetoxidans	891
Desulfuromonas carbonis	1523623
Desulfuromonas chloroethenica	93716
Desulfuromonas michiganensis	158192
Desulfuromonas palmitatis	40982
Desulfuromonas soudanensis	1603606
Desulfuromonas svalbardensis	304413
Desulfuromonas thiophila	57664
Desulfuromusa bakii	37624
Desulfuromusa ferrireducens	304417
Desulfuromusa kysingii	37625
Desulfuromusa succinoxidans	37626
Dethiobacter alkaliphilus	555088
Dethiosulfatarculus sandiegensis	1429043
Dethiosulfatibacter aminovorans	332095
Dethiosulfovibrio acidaminovorans	133535
Dethiosulfovibrio marinus	133532
Dethiosulfovibrio russensis	133534
Devosia albogilva	429726
Devosia chinhatensis	429727
Devosia confluentis	1849014
Devosia crocina	429728
Devosia elaeis	1770058
Devosia enhydra	665118
Devosia epidermidihirudinis	1293439
Devosia geojensis	443610
Devosia ginsengisoli	400770
Devosia glacialis	866566
Devosia honganensis	1610527
Devosia humi	1591105
Devosia hwasunensis	399498
Devosia insulae	1116389
Devosia limi	288995
Devosia lucknowensis	1096929
Devosia mishustinii	616951
Devosia nanyangense	1228055
Devosia neptuniae	191302
Devosia pacifica	1335967
Devosia psychrophila	728005
Devosia riboflavina	46914
Devosia soli	361041
Devosia subaequoris	395930
Devosia submarina	1173082
Devosia terrae	413432
Devosia yakushimensis	470028
Devriesea agamarum	472569
Dialister invisus	218538
Dialister micraerophilus	888062
Dialister pneumosintes	39950
Dialister propionicifaciens	308994
Dialister succinatiphilus	742743
Diaminobutyricibacter tongyongensis	1268043
Diaminobutyricimonas aerilata	1162967
Diaminobutyricimonas massiliensis	1347367
Diaphorobacter aerolatus	1288495
Diaphorobacter nitroreducens	164759
Diaphorobacter oryzae	491745
Diaphorobacter polyhydroxybutyrativorans	1546149
Diaphorobacter ruginosibacter	1715720
Dichelobacter nodosus	870
Dichotomicrobium thermohalophilum	933063
Dickeya aquatica	1401087
Dickeya chrysanthemi	556
Dickeya dadantii	204038
Dickeya dadantii	204040
Dickeya dianthicola	204039
Dickeya fangzhongdai	1778540
Dickeya paradisiaca	69223
Dickeya solani	1089444
Dickeya zeae	204042
Dictyoglomus thermophilum	309799
Dictyoglomus turgidum	513050
Dielma fastidiosa	1034346
Dietzia aerolata	595984
Dietzia alimentaria	665550
Dietzia aurantiaca	983873
Dietzia cercidiphylli	498199
Dietzia cinnamea	321318
Dietzia dagingensis	243064
Dietzia kunjamensis	322509
Dietzia lutea	546160
Dietzia maris	37915
Dietzia natronolimnaea	161920
Dietzia papillomatosis	282305
Dietzia psychralcaliphila	139021
Dietzia schimae	498198
Dietzia timorensis	499555
Dinoroseobacter shibae	215813
Diplorickettsia massiliensis	1156986
Dissulfuribacter thermophilus	1156395
Dissulfurimicrobium hydrothermale	1750598
Dissulfurirhabdus thermomarina	1765737
Dokdonella fugitiva	328517
Dokdonella ginsengisoli	363846
Dokdonella immobilis	578942
Dokdonella koreensis	323415
Dokdonella kunshanensis	1141845
Dokdonella soli	529810
Dokdonia diaphoros	308117
Dokdonia donghaensis	326320
Dokdonia eikasta	308116
Dokdonia genika	308113
Dokdonia lutea	1835608
Dokdonia pacifica	1627892
Dolichospermum affine	119677
Dolichospermum akankoense	747513
Dolichospermum circinale	109265
Dolichospermum crassum	136074
Dolichospermum flos-aquae	1166
Dolichospermum mendotae	136070
Dolichospermum pseudocompactum	747515
Dolichospermum smithii	264682
Dolichospermum ucrainicum	289438
Dolosicoccus paucivorans	84521
Dolosigranulum pigrum	29394
Domibacillus aminovorans	29332
Domibacillus antri	1714264
Domibacillus enclensis	1017273
Domibacillus epiphyticus	1714355
Domibacillus indicus	1437523
Domibacillus iocasae	1714016
Domibacillus mangrovi	1714354
Domibacillus robiginosus	1071054
Domibacillus tundrae	1587527
Donghicola eburneus	393278
Donghicola tyrosinivorans	1652492
Dongia mobilis	578943
Dongia rigui	940149
Dongia soli	600628
Dorea longicatena	88431
Draconibacterium filum	1433535
Draconibacterium orientale	1168034
Draconibacterium sediminis	1544798
Dubosiella newyorkensis	1862672
Duganella ginsengisoli	1462440
Duganella nigrescens	444446
Duganella phyllosphaerae	762836
Duganella radicis	551988
Duganella sacchari	551987
Duganella zoogloeoides	75659
Duodenibacillus massiliensis	1852381
Dyella acidisoli	1867834
Dyella agri	1926869
Dyella caseinilytica	1849581
Dyella flagellata	1867833
Dyella flava	1920170
Dyella ginsengisoli	363848
Dyella humi	1770547
Dyella japonica	231455
Dyella jejuensis	1432009
Dyella jiangningensis	1379159
Dyella koreensis	311235
Dyella kyungheensis	1242174
Dyella marensis	500610
Dyella mobilis	1849582
Dyella nitratireducens	1849580
Dyella soli	522319
Dyella terrae	522259
Dyella thiooxydans	445710
Dysgonomonas alginatilytica	1605892
Dysgonomonas capnocytophagoides	45254
Dysgonomonas gadei	156974
Dysgonomonas gadei	742766
Dysgonomonas hofstadii	1298597
Dysgonomonas macrotermitis	1346286
Dysgonomonas mossii	742767
Dysgonomonas oryzarvi	722737
Dysgonomonas termitidis	1516126
Dysgonomonas wimpennyi	286119
Echinimonas agarilytica	1215918
Ectothiorhodosinus mongolicus	233100
Ectothiorhodospira imhoffii	480969
Ectothiorhodospira magna	867345
Ectothiorhodospira marina	1396821
Ectothiorhodospira mobilis	195064
Ectothiorhodospira salini	568897
Ectothiorhodospira shaposhnikovii	1054
Ectothiorhodospira variabilis	505694
Edaphobacillus lindanitolerans	550447
Edwardsiella anguillarum	1821960
Edwardsiella hoshinae	93378
Edwardsiella ictaluri	67780
Edwardsiella piscicida	1263550
Edwardsiella tarda	636
Effusibacillus consociatus	1117041
Effusibacillus lacus	1348429
Effusibacillus pohliae	232270
Eggerthella lenta	84112
Eggerthella sinensis	883107
Eggerthella timonensis	1871008
Eggerthia catenaformis	31973
Egibacter rhizosphaerae	1670831
Ehrlichia canis	944
Ehrlichia chaffeensis	945
Ehrlichia ewingii	947
Ehrlichia minasensis	1242993
Ehrlichia muris	35795
Ehrlichia ruminantium	779
Eikenella corrodens	539
Eilatimonas milleporae	911205
Eionea flava	1397109
Eionea nigra	287488
Eisenbergiella massiliensis	1720294
Eisenbergiella tayi	1432052
Eisenibacter elegans	997
Elioraea tepidiphila	1121861
Elizabethkingia anophelis	1117645
Elizabethkingia meningoseptica	238
Elizabethkingia miricola	172045
Elstera litoralis	552518
Elusimicrobium minutum	423605
Emcibacter nanhaiensis	1505037
Emergencia timonensis	1776384
Empedobacter brevis	247
Empedobacter falsenii	343874
Empedobacter haloabium	592317
Empedobacter stercoris	1628248
Endobacter medicaginis	1181271
Endomicrobium proavitum	1408281
Endothiovibrio diazotrophicus	913829
Endozoicomonas acroporae	1701104
Endozoicomonas ascidiicola	1698521
Endozoicomonas atrinae	1333660
Endozoicomonas elysicola	1091502
Endozoicomonas euniceicola	1234143
Endozoicomonas gorgoniicola	1234144
Endozoicomonas montiporae	1027273
Endozoicomonas montiporae	570277
Endozoicomonas numazuensis	1137799
Enhydrobacter aerosaccus	225324
Enhygromyxa salina	215803
Enorma massiliensis	1472761
Enorma phocaeensis	1871019
Enorma timonensis	1232436
Ensifer adhaerens	106592
Ensifer alkalisoli	1752398
Ensifer garamanticus	680247
Ensifer glycinis	1472378
Ensifer mexicanus	375549
Ensifer numidicus	680248
Ensifer psoraleae	520838
Ensifer sesbaniae	1214071
Ensifer sojae	716928
Enteractinococcus coprophilus	1027633
Enteractinococcus fodinae	684663
Enteractinococcus helveticum	1837282
Enteractinococcus lamae	1521434
Enteractinococcus viverrae	1521435
Enterobacillus tribolii	1487935
Enterobacter bugandensis	881260
Enterobacter cancerogenus	69218
Enterobacter cloacae complex	158836
Enterobacter cloacae complex	550
Enterobacter cloacae complex	61645
Enterobacter cloacae complex	208224
Enterobacter cloacae complex	299767
Enterobacter lignolyticus (Pluralibacter lignolyticus)	1334193
Enterobacter mori	539813
Enterobacter nickellidurans	300182
Enterobacter soli	885040
Enterobacter tabaci	1697388
Enterobacter timonensis	1755099
Enterococcus aquimarinus	328396
Enterococcus asini	57732
Enterococcus avium	33945
Enterococcus azikeevi	152270
Enterococcus bulliens	1665476
Enterococcus caccae	317735
Enterococcus camelliae	453959
Enterococcus canintestini	317010
Enterococcus canis	214095
Enterococcus casseliflavus	37734
Enterococcus cecorum	44008
Enterococcus columbae	1355
Enterococcus crotali	1453587
Enterococcus devriesei	319970
Enterococcus diestrammenae	1155073
Enterococcus dispar	44009
Enterococcus durans	53345
Enterococcus eurekensis	1159753
Enterococcus faecalis	1351
Enterococcus faecium	1352
Enterococcus gallinarum	1353
Enterococcus gilvus	160453
Enterococcus haemoperoxidus	155618
Enterococcus hermanniensis	249189
Enterococcus hirae	1354
Enterococcus inusitatus	337306
Enterococcus italicus	246144
Enterococcus lactis	357441
Enterococcus lemanii	1159752
Enterococcus malodoratus	71451
Enterococcus massiliensis	1640685
Enterococcus moraviensis	155617
Enterococcus mundtii	53346
Enterococcus olivae	1242999
Enterococcus pallens	160454
Enterococcus pernyi	590158
Enterococcus phoeniculicola	154621
Enterococcus plantarum	1077675
Enterococcus pseudoavium	44007
Enterococcus quebecensis	903983
Enterococcus raffinosus	71452
Enterococcus ratti	150033
Enterococcus rivorum	762845
Enterococcus rotai	118060
Enterococcus saccharolyticus	1281485
Enterococcus saccharolyticus	41997
Enterococcus saccharolyticus	1139996
Enterococcus saigonensis	1805431
Enterococcus silesiacus	332949
Enterococcus sulfureus	1356
Enterococcus termitis	332950
Enterococcus thailandicus	417368
Enterococcus ureasiticus	903984
Enterococcus ureilyticus	1131292
Enterococcus viikkiensis	930854
Enterococcus villorum	112904
Enterococcus xiangfangensis	1296537
Enterococcus xinjiangensis	1416928
Enterorhabdus caecimuris	1235794
Enterorhabdus mucosicola	580026
Enterorhabdus muris	1796610
Enterovibrio calviensis	91359
Enterovibrio coralii	294935
Enterovibrio nigricans	504469
Enterovibrio norvegicus	188144
Enterovibrio pacificus	1080227
Enterovirga rhinocerotis	1339210
Entomoplasma ellychniae	2114
Entomoplasma freundtii	74700
Entomoplasma lucivorax	209274
Entomoplasma luminosum	214888
Entomoplasma melaleucae	81459
Entomoplasma somnilux	215578
Eoetvoesia caeni	645616
Epibacterium mobile	379347
Epibacterium multivorans	928856
Epibacterium scottomollicae	483013
Epibacterium ulvae	1156985
Eremococcus coleocola	88132
Erwinia amylovora	552
Erwinia aphidicola	68334
Erwinia billingiae	182337
Erwinia endophytica	1563158
Erwinia gerundensis	1619313
Erwinia iniecta	1560201
Erwinia mallotivora	69222
Erwinia oleae	796334
Erwinia papayae	206499
Erwinia persicina	55211
Erwinia piriflorinigrans	665097
Erwinia psidii	69224
Erwinia pyrifoliae	79967
Erwinia rhapontici	55212
Erwinia soli	441667
Erwinia tasmaniensis	338565
Erwinia teleogrylli	1384589
Erwinia toletana	92490
Erwinia tracheiphila	65700
Erwinia typographi	371042
Erwinia uzenensis	717607
Erysipelatoclostridium ramosum	1547
Erysipelothrix inopinata	225084
Erysipelothrix larvae	1514105
Erysipelothrix muris	380638
Erysipelothrix rhusiopathiae	1648
Erysipelothrix tonsillarum	38402
Erythrobacter aquimaris	255984
Erythrobacter atlanticus	1648404
Erythrobacter citreus	225971
Erythrobacter flavus	192812
Erythrobacter gaetbuli	266952
Erythrobacter gangjinensis	502682
Erythrobacter jejuensis	795812
Erythrobacter litoralis	39960
Erythrobacter longus	1044
Erythrobacter luteus	1581420
Erythrobacter marinus	874156
Erythrobacter nanhaisediminis	604088
Erythrobacter odishensis	1155476
Erythrobacter pelagi	994320
Erythrobacter piscidermidis	475802
Erythrobacter seohaensis	266951
Erythrobacter vulgaris	291985
Erythrobacter westpacificensis	1055231
Erythrobacter xanthus	1784712
Erythromicrobium ramosum	35811
Escherichia albertii	208962
Escherichia coli	562
Escherichia fergusonii	564
Escherichia marmotae	1499973
Escherichia senegalensis	223381
Ethanoligenens harbinense	253239
Eubacterium aggregans	81409
Eubacterium barkeri	1528
Eubacterium brachy	35517
Eubacterium callanderi	53442
Eubacterium cellulosolvens	633697
Eubacterium coprostanoligenes	290054
Eubacterium eligens	39485
Eubacterium infirmum	56774
Eubacterium limosum	1736
Eubacterium minutum	76124
Eubacterium multiforme	83339
Eubacterium nodatum	35518
Eubacterium oxidoreducens	1732
Eubacterium plexicaudatum	97253
Eubacterium pyruvativorans	155865
Eubacterium ramulus	39490
Eubacterium rangiferina	469803
Eubacterium ruminantium	42322
Eubacterium saphenum	51123
Eubacterium sulci	888727
Eubacterium tenue (Paeniclostridium tenue)	1737
Eubacterium thermomarinus	28029
Eubacterium uniforme	39495
Eubacterium yurii (Peptoanaerobacter yurii)	864565
Eubacterium yurii (Peptoanaerobacter yurii)	39498
Eudoraea adriatica	446681
Eudoraea chungangensis	1481905
Euzebyella marina	1761453
Euzebyella saccharophila	679664
Ewingella americana	41202
Exiguobacterium acetylicum	41170
Exiguobacterium aestuarii	273527
Exiguobacterium alkaliphilum	506480
Exiguobacterium antarcticum	132920
Exiguobacterium aquaticum	1038855
Exiguobacterium arabatum	518693
Exiguobacterium artemiae	340145
Exiguobacterium aurantiacum	33987
Exiguobacterium enclense	1017277
Exiguobacterium himgiriensis	384621
Exiguobacterium homiense	367741
Exiguobacterium indicum	296995
Exiguobacterium marinum	273528
